"cod_dpto","nom_dpto","cod_prov","nom_prov","nom_cap","num_dist","sup_tot","pob_total","total_pers","c5_p2_1","c5_p2_2","num_viv_pa","num_viv_op","num_hog","almenosuna","c1nbi_abs","c2nbi_abs","c3nbi_abs","c4nbi_abs","c5nbi_abs","nbi1_abs","nbi2_abs","nbi3_abs","nbi4_abs","nbi5_abs","vs_sh","vs_agua_rp","vs_aelec","v_ptierra","v_1hab","h_lenna","h_cocin","hs_pclptb","hs_tcelu","hs_inter","pet","pea","peao","pead","pei","c5_p12_2","c5_p12_1","c5_p8_6","c5_p8_1","c5_p9_3","c5_p9_4","c5_p9_5","c5_p9_6","c5_p10_1","c5_p10_4","gr_edad_1","gr_edad_2","gr_edad_3","gr_edad_4","gr_edad_5","gr_quin_1","gr_quin_2","gr_quin_3","gr_quin_4","gr_quin_5","p_sex_h","p_sex_m","almenosu_1","c1nbi_porc","c2nbi_porc","c3nbi_porc","c4nbi_porc","c5nbi_porc","nbi1_porc","nbi2_porc","nbi3_porc","nbi4_porc","nbi5_porc","pvs_sh","pvs_agua_r","pvs_aelec","pv_ptierra","pv_1hab","ph_cocin","phs_pclptb","phs_tcelu","phs_inter","p_pet","p_pea","p_pea_o","p_pea_d","p_pei","p_lees_no","p_lees_si","p_af_ning","p_af_sis","p_dl_hab","p_dl_mov","p_dl_ent","p_dl_rel","p_dni","p_no_docum","p_ge_0a14","p_ge_15a29","p_ge_30a44","p_ge_45a64","p_ge_65ym","pgr_quin1","pgr_quin2","pgr_quin3","pgr_quin4","pgr_quin5","fuente"
"10","HUANUCO","1010","LAURICOCHA","JESUS","7","1,860.49","18,913","16,570","9,672","9,241","10,643","5,467","5,595","8,691","6,233","2,035","411","12","0","389","5,849","3,661","505","1,180","3,487","2,347","2,783","5,098","3,201","3,755","6,757","5,404","2,268","5,527","13,775","6,646","6,298","348","7,129","2,227","15,747","1,655","14,182","105","502","204","117","18,728","79","5,530","4,205","3,916","2,801","2,461","1,644","1,852","2,034","1,703","1,268","51.139428","48.860572","52.450211","37.616174","12.281231","2.480386","0.07242","0","2.347616","35.298733","22.094146","3.047677","7.121304","63.782696","42.930309","50.905433","93.250412","58.551308","120.768543","96.586238","40.536193","98.784629","72.833501","35.139851","33.299847","1.840004","37.69365","11.77497","83.260191","8.750595","74.98546","0.555174","2.654259","1.078623","0.618622","99.021837","0.417702","29.239148","22.233384","20.705335","14.809919","13.012214","8.692434","9.792206","10.754507","9.004389","6.704383","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"10","HUANUCO","1011","YAROWILCA","CHAVINILLO","8","727.47","19,897","19,111","9,391","10,506","10,688","6,392","6,555","8,514","6,124","1,942","402","46","0","330","5,103","2,758","488","2,719","4,467","2,784","2,951","5,977","3,055","5,933","6,629","6,401","2,796","6,494","14,051","5,296","4,572","724","8,755","4,153","14,803","1,023","18,033","345","669","144","115","19,778","38","6,415","4,350","3,130","2,821","3,181","1,721","1,974","2,720","2,123","1,258","47.19807","52.80193","44.550259","32.044372","10.161687","2.103501","0.240699","0","1.726754","26.701899","14.431479","2.553503","14.227408","69.88423","43.554443","46.167084","93.507509","47.794118","101.128909","97.650648","42.654462","99.069413","70.618686","26.617078","22.978338","3.63874","44.001608","20.872493","74.39815","5.141479","90.631754","1.73393","3.362316","0.723727","0.577977","99.40192","0.190984","32.241041","21.862592","15.731015","14.178017","15.987335","8.649545","9.921094","13.670403","10.66995","6.322561","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"11","ICA","1101","ICA","ICA","14","7,894.25","391,519","379,324","192,419","199,100","132,088","100,180","109,328","81,393","68,113","12,089","1,123","61","7","39,295","41,472","5,714","5,693","3,765","21,697","8,935","8,976","19,657","20,926","15,197","16,224","66,415","11,549","73,640","297,157","186,668","176,956","9,712","110,489","28,858","342,988","114,418","110,939","2,586","10,142","3,917","2,531","388,368","720","100,209","101,018","83,858","59,189","47,245","34,064","34,439","31,706","31,398","36,182","49.146785","50.853215","21.457382","17.956417","3.186985","0.296053","0.016081","0.001845","10.359218","10.933134","1.506364","1.500828","0.992555","21.658016","8.918946","8.959872","19.621681","20.888401","14.839748","60.74839","10.563625","67.356944","75.898488","47.67789","45.197296","2.480595","28.220597","7.370779","87.604433","29.224124","28.335534","0.660504","2.590423","1.000462","0.646456","99.195186","0.183899","25.594926","25.801558","21.418628","15.117785","12.067103","8.700472","8.796253","8.098202","8.019534","9.241442","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"11","ICA","1102","CHINCHA","CHINCHA ALTA","11","2,988.27","226,113","219,521","111,281","114,832","75,116","57,134","60,752","51,125","42,861","7,449","715","100","0","26,389","21,517","4,789","4,480","3,129","10,589","8,221","4,701","12,293","10,519","8,993","9,295","41,266","8,912","47,246","164,108","98,931","95,102","3,829","65,177","18,511","194,662","65,019","57,815","1,344","5,771","1,834","1,356","224,272","493","65,725","54,474","48,400","32,031","25,483","22,331","22,887","20,507","17,992","18,929","49.214773","50.785227","23.289344","19.524784","3.393297","0.325709","0.045554","0","12.021173","9.801796","2.181568","2.040807","1.425376","18.533623","14.38898","8.228025","21.516085","18.411104","15.299908","67.925336","14.669476","77.768633","72.57787","43.752902","42.059501","1.693401","28.824968","8.186615","86.090583","28.755091","25.569074","0.594393","2.552264","0.811099","0.5997","99.185805","0.218033","29.067325","24.091494","21.405227","14.165926","11.270029","9.876035","10.12193","9.069359","7.957083","8.371478","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"11","ICA","1103","NASCA","NASCA","5","5,234.24","69,157","65,432","35,241","33,916","31,677","20,035","21,009","15,816","12,003","3,224","560","23","6","8,406","6,300","3,320","1,090","1,137","5,566","7,019","2,807","4,669","4,467","4,078","4,309","15,058","2,527","16,342","52,214","32,994","31,188","1,806","19,220","5,922","59,782","18,131","27,089","468","1,770","748","495","68,592","105","17,932","16,575","15,786","10,964","7,900","6,009","6,360","5,563","4,973","5,601","50.957965","49.042035","24.171659","18.344235","4.927253","0.85585","0.035151","0.00917","12.846925","9.628316","5.07397","1.665852","1.737682","27.781383","35.033691","14.010482","23.304218","22.295982","20.510258","71.674044","12.028178","77.785711","75.500672","47.708836","45.097387","2.611449","27.791836","8.563124","86.443889","26.217158","39.170294","0.676721","2.559394","1.081597","0.715763","99.183018","0.151828","25.929407","23.967205","22.826323","15.853782","11.423283","8.688925","9.196466","8.044016","7.190885","8.098963","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"11","ICA","1104","PALPA","PALPA","5","1,232.88","13,232","13,054","6,670","6,562","6,866","4,126","4,244","3,625","2,872","650","93","10","0","1,839","1,717","479","192","264","1,401","495","670","1,401","1,080","1,966","1,996","3,724","949","3,871","9,940","5,750","5,404","346","4,190","1,339","11,271","2,897","7,154","105","392","109","83","13,122","29","3,484","2,805","2,702","2,219","2,022","1,149","1,212","1,123","885","934","50.408102","49.591898","27.769266","22.000919","4.979317","0.712425","0.076605","0","14.087636","13.153057","3.669373","1.470814","2.022369","33.955405","11.997092","16.238488","33.955405","26.175473","47.031103","87.747408","22.36098","91.211122","75.120919","43.45526","40.840387","2.614873","31.665659","10.119407","85.179867","21.893894","54.065901","0.793531","2.962515","0.823761","0.627267","99.168682","0.219166","26.330109","21.198609","20.420193","16.769952","15.281137","8.683495","9.159613","8.487001","6.688331","7.058646","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"11","ICA","1105","PISCO","PISCO","8","3,978.19","150,744","147,613","74,143","76,601","52,100","40,204","42,705","40,693","33,180","6,648","795","70","0","24,804","15,384","3,499","2,817","2,637","7,274","3,540","3,573","7,399","8,020","6,650","6,869","29,942","5,433","31,668","109,248","65,149","61,103","4,046","44,099","13,165","128,945","44,300","51,311","984","3,544","1,330","1,012","149,504","272","43,899","36,847","31,530","22,205","16,263","15,028","15,197","13,674","11,971","12,849","49.184711","50.815289","27.567355","22.477695","4.503668","0.53857","0.047421","0","16.803398","10.421846","2.370387","1.908369","1.786428","18.092727","8.805094","8.887175","18.403641","19.948264","16.084768","70.11357","12.722164","74.155251","72.472536","43.218304","40.534283","2.684021","29.254232","8.733349","85.53906","29.387571","34.038502","0.652762","2.351006","0.882291","0.671337","99.177413","0.180438","29.121557","24.443427","20.916255","14.730271","10.788489","9.969219","10.08133","9.071008","7.941278","8.523722","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"12","JUNIN","1201","HUANCAYO","HUANCAYO","28","3,561.30","545,615","534,916","257,473","288,142","172,052","136,068","150,673","87,076","77,548","8,685","795","48","0","4,309","49,755","21,213","8,539","13,679","21,762","7,803","9,369","32,136","20,004","39,767","42,462","90,681","16,040","110,262","414,759","242,931","230,851","12,080","171,828","49,110","470,119","187,156","191,831","3,412","13,337","5,821","3,674","540,694","1,438","140,571","147,327","114,191","79,143","64,383","44,714","47,041","48,816","51,030","51,296","47.189502","52.810498","16.278444","14.497229","1.623619","0.148621","0.008973","0","0.805547","9.30146","3.965669","1.596325","2.557224","15.993474","5.734633","6.885528","23.617603","14.701473","28.181559","60.183975","10.64557","73.179667","76.016788","44.524252","42.310237","2.214015","31.492536","9.000852","86.163137","34.301843","35.158674","0.625349","2.444398","1.066869","0.673369","99.098082","0.263556","25.763771","27.002007","20.92886","14.505283","11.800079","8.195156","8.621647","8.946968","9.352749","9.401501","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"12","JUNIN","1202","CONCEPCION","CONCEPCION","15","3,075.34","55,591","54,560","26,423","29,168","22,029","15,305","16,427","12,361","10,396","1,710","223","28","4","797","6,682","3,903","752","2,483","7,842","2,477","2,495","9,792","2,876","11,215","13,236","14,332","4,667","14,925","41,132","22,107","21,082","1,025","19,025","7,049","45,726","16,361","31,107","510","1,701","718","405","54,970","247","15,570","13,235","10,347","8,222","8,217","4,808","5,095","5,667","5,096","4,276","47.531075","52.468925","22.655792","19.054252","3.134164","0.408724","0.05132","0.007331","1.460777","12.247067","7.153592","1.378299","4.550953","51.238157","16.184254","16.301862","63.979092","18.791245","80.574664","87.246606","28.410544","90.856517","73.990394","39.767229","37.923405","1.843824","34.223166","12.68011","82.254322","29.431023","55.956899","0.917415","3.059848","1.291576","0.728535","98.882913","0.444317","28.008131","23.807811","18.612725","14.790164","14.78117","8.648882","9.165153","10.194096","9.166951","7.691893","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"12","JUNIN","1203","CHANCHAMAYO","LA MERCED","6","4,725.48","151,489","145,405","77,675","73,814","55,724","41,745","44,480","63,998","45,487","15,100","3,009","352","50","34,650","30,545","10,151","4,747","6,279","17,082","13,042","6,836","16,290","15,680","21,399","21,683","37,323","9,147","40,399","110,269","67,459","64,648","2,811","42,810","18,227","125,211","47,939","81,939","1,148","3,422","1,537","1,023","149,121","910","44,194","38,252","32,482","22,528","14,033","13,939","15,206","15,049","14,439","11,841","51.27435","48.72565","44.013617","31.282968","10.384787","2.069392","0.242082","0.034387","23.829992","21.006843","6.98119","3.264675","4.318283","40.919871","31.242065","16.375614","39.022637","37.561385","48.747752","83.909622","20.564299","90.82509","72.790104","44.530626","42.675046","1.85558","28.259478","12.031897","82.653526","31.645202","54.089076","0.757811","2.25891","1.014595","0.675297","98.43685","0.600704","29.173075","25.250678","21.441821","14.871047","9.263379","9.201328","10.037693","9.934055","9.531385","7.816409","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"12","JUNIN","1204","JAUJA","JAUJA","34","3,749.10","83,257","80,210","39,671","43,586","38,256","23,742","25,303","22,694","19,312","3,041","325","16","0","1,396","9,372","12,098","973","2,594","11,361","2,978","2,632","13,472","4,059","16,047","20,289","22,012","5,413","23,193","62,971","34,002","31,791","2,211","28,969","9,136","70,310","22,038","44,620","646","2,815","1,187","676","82,556","257","21,824","19,364","15,238","13,169","13,662","6,635","7,311","7,878","7,435","6,453","47.648846","52.351154","28.29323","24.076798","3.791298","0.405186","0.019948","0","1.740431","11.684329","15.082907","1.213066","3.234011","47.851908","12.543172","11.085839","56.743324","17.096285","80.184168","86.993637","21.39272","91.661068","75.634481","40.839809","38.184177","2.655633","34.794672","10.973251","84.449356","26.469846","53.593091","0.775911","3.381097","1.425706","0.811944","99.158029","0.308683","26.212811","23.258104","18.302365","15.817289","16.409431","7.9693","8.781244","9.462267","8.93018","7.7507","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"12","JUNIN","1205","JUNIN","JUNIN","4","2,487.31","23,133","21,988","11,060","12,073","14,741","7,388","7,594","8,067","6,039","1,709","271","42","6","476","4,887","3,563","363","1,179","3,366","1,400","1,359","2,510","3,062","1,978","5,031","6,528","1,977","7,199","17,515","8,810","8,251","559","8,705","3,299","18,667","5,327","13,363","86","406","155","89","22,928","91","6,055","5,300","4,296","3,835","3,647","1,936","2,025","2,094","1,905","1,787","47.810487","52.189513","36.688194","27.464981","7.772421","1.23249","0.191013","0.027288","2.164817","22.22576","16.204293","1.6509","5.362016","45.560368","18.949648","18.394694","33.974012","41.445587","66.249671","85.962602","26.033711","94.798525","75.714347","38.084122","35.667661","2.416461","37.630225","14.261012","80.694246","23.027709","57.765962","0.371763","1.755069","0.670038","0.384732","99.11382","0.393377","26.174729","22.910993","18.570873","16.578049","15.765357","8.368997","8.753728","9.052004","8.234989","7.724895","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"12","JUNIN","1206","SATIPO","SATIPO","9","19,219.48","203,985","195,981","105,233","98,752","62,984","50,351","52,254","143,388","77,910","48,783","13,853","2,549","293","119,185","67,807","15,213","10,171","16,320","33,739","26,244","18,809","32,337","24,467","38,371","38,783","47,888","21,505","50,066","133,789","77,864","74,889","2,975","55,925","31,504","157,582","50,843","138,730","1,323","3,111","1,857","1,268","198,156","2,044","74,478","53,734","41,099","22,821","11,853","25,670","24,987","23,821","19,529","17,619","51.588597","48.411403","73.164235","39.753854","24.891699","7.068542","1.300636","0.149504","60.814569","34.598762","7.762487","5.189789","8.327338","67.007607","52.122103","37.355763","64.223153","48.592878","74.220155","91.644659","41.154744","95.812761","65.587666","38.171434","36.712994","1.458441","27.416232","15.444273","77.251759","24.924872","68.009903","0.648577","1.525112","0.910361","0.621614","97.142437","1.002034","36.511508","26.342133","20.14805","11.187587","5.810721","12.584259","12.24943","11.677819","9.573743","8.6374","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"12","JUNIN","1207","TARMA","TARMA","9","2,749.16","89,590","86,865","43,199","46,391","36,818","24,980","27,428","25,538","21,378","3,732","380","41","7","977","11,739","13,317","1,758","2,390","8,899","4,533","2,244","11,247","5,586","12,124","13,523","22,460","4,944","23,836","68,044","40,504","38,667","1,837","27,540","10,192","75,147","27,719","47,186","653","3,014","1,301","651","88,649","289","23,073","20,383","17,817","14,615","13,702","7,246","7,729","8,098","7,228","6,718","48.218551","51.781449","29.399643","24.610603","4.296322","0.43746","0.0472","0.008058","1.124734","13.514074","15.330686","2.02383","2.751396","35.6245","18.146517","8.983187","45.024019","22.36189","49.303631","81.887123","18.025376","86.903894","75.950441","45.210403","43.159951","2.050452","30.740038","11.37627","83.878781","30.939837","52.668825","0.728876","3.364215","1.452171","0.726644","98.94966","0.322581","25.75399","22.751423","19.887264","16.313205","15.294118","8.087956","8.627079","9.038955","8.067865","7.498605","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"12","JUNIN","1208","YAULI","LA OROYA","10","3,617.35","40,390","32,163","22,275","18,115","18,066","10,232","10,632","7,623","6,273","1,218","121","11","0","862","4,409","2,603","564","678","1,501","844","1,086","1,440","2,497","975","2,022","7,357","1,194","8,807","31,788","19,723","18,781","942","12,065","2,744","35,993","10,183","8,501","220","770","386","264","40,193","63","9,200","9,411","10,974","6,955","3,850","2,905","2,989","3,306","2,887","2,977","55.14979","44.85021","23.701147","19.503778","3.78696","0.376209","0.034201","0","2.680098","13.708298","8.093151","1.753568","2.108012","14.669664","8.248632","10.613761","14.073495","24.403831","19.018059","69.196764","11.230248","82.834838","78.702649","48.831394","46.499133","2.33226","29.871255","6.793761","89.113642","25.211686","21.047289","0.544689","1.906412","0.955682","0.653627","99.512256","0.155979","22.777915","23.300322","27.170092","17.219609","9.532062","7.192374","7.400347","8.185194","7.147809","7.370636","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"12","JUNIN","1209","CHUPACA","CHUPACA","9","1,144.28","52,988","49,976","25,923","27,065","18,600","14,264","14,922","10,741","9,186","1,247","290","18","0","881","4,637","5,283","633","1,188","7,493","2,584","2,376","7,192","2,239","9,138","11,172","12,805","3,437","13,826","40,130","24,886","23,572","1,314","15,244","5,753","44,669","19,126","24,085","366","1,867","591","370","52,418","132","13,900","12,836","10,609","8,019","7,624","4,348","4,543","5,009","4,466","4,332","48.922398","51.077602","21.492316","18.380823","2.495198","0.580279","0.036017","0","1.762846","9.278454","10.571074","1.266608","2.377141","52.530847","18.115536","16.657319","50.420639","15.696859","74.86932","85.812894","23.033105","92.65514","75.734128","46.965351","44.485544","2.479807","28.768778","10.857175","84.300219","36.094965","45.453688","0.690722","3.523439","1.115347","0.698271","98.924285","0.249113","26.232354","24.224353","20.021514","15.133615","14.388163","8.205631","8.573639","9.453084","8.428323","8.175436","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"13","LA LIBERTAD","1301","TRUJILLO","TRUJILLO","11","1,766.89","970,016","953,472","466,966","503,050","273,065","228,660","250,281","119,102","108,286","9,899","842","70","5","13,182","74,047","5,392","16,490","21,804","31,777","20,667","11,898","44,769","26,858","28,827","31,756","134,882","21,939","146,195","740,667","438,280","417,677","20,603","302,387","79,945","842,936","306,683","306,132","6,118","22,666","9,843","6,227","959,586","2,735","244,214","255,155","205,615","146,651","118,381","81,449","84,901","77,864","79,396","93,768","48.140031","51.859969","12.4914","11.357019","1.038206","0.088309","0.007342","0.000524","1.382526","7.766038","0.565512","1.729469","2.2868","13.897052","9.03831","5.203359","19.578851","11.745823","12.688139","53.892225","8.765747","58.412345","76.356163","45.18276","43.058774","2.123986","31.173403","8.241617","86.899185","31.616283","31.559479","0.630711","2.336662","1.014726","0.641948","98.92476","0.281954","25.176286","26.304205","21.197073","15.11841","12.204026","8.396666","8.752536","8.027084","8.18502","9.666645","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"13","LA LIBERTAD","1302","ASCOPE","ASCOPE","8","2,658.92","115,786","114,568","57,015","58,771","37,320","30,279","31,716","17,091","15,021","1,849","207","14","0","1,306","8,114","3,271","2,436","4,269","4,667","3,322","2,026","8,626","3,307","6,203","6,409","22,073","4,542","23,282","88,071","45,765","43,648","2,117","42,306","10,843","99,353","23,935","41,030","753","3,356","1,120","756","114,807","324","29,519","25,401","22,499","20,427","17,940","9,784","10,135","9,600","8,759","8,878","49.241705","50.758295","14.917778","13.110991","1.613889","0.180679","0.01222","0","1.139934","7.082257","2.855073","2.126248","3.726171","15.413323","10.9713","6.691106","28.488391","10.921761","20.207466","69.595788","14.320848","73.407744","76.0636","39.525504","37.697131","1.828373","36.538096","9.36469","85.807438","20.671757","35.436063","0.650338","2.898451","0.967302","0.652929","99.154475","0.279827","25.494447","21.937885","19.431537","17.642029","15.494101","8.450072","8.753217","8.291158","7.564818","7.667594","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"13","LA LIBERTAD","1303","BOLIVAR","BOLIVAR","6","1,718.86","14,457","14,129","7,352","7,105","5,592","3,853","4,042","4,665","3,251","982","339","72","21","363","1,954","1,718","540","2,050","2,222","1,011","1,203","3,314","672","3,679","3,688","3,784","1,130","3,981","9,466","4,264","4,150","114","5,202","2,360","11,143","1,876","11,233","166","329","114","57","14,089","150","5,344","2,738","2,651","2,110","1,614","1,605","1,811","1,928","1,135","813","50.854257","49.145743","33.017199","23.009413","6.950244","2.399321","0.50959","0.14863","2.569184","13.829712","12.159388","3.821927","14.509166","57.669349","26.239294","31.222424","86.010901","17.440955","91.241959","93.617021","27.956457","98.490846","65.476932","29.494363","28.705817","0.788545","35.982569","16.324272","77.076849","12.976413","77.699384","1.148233","2.275714","0.788545","0.394273","97.45452","1.03756","36.964792","18.938922","18.337138","14.595006","11.164142","11.101888","12.526804","13.3361","7.850868","5.623573","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"13","LA LIBERTAD","1304","CHEPEN","CHEPEN","3","1,142.43","78,418","77,543","38,292","40,126","27,900","21,571","22,549","12,837","11,467","1,252","107","5","6","492","5,853","3,355","1,579","3,063","5,841","3,866","1,638","6,117","2,761","7,225","7,900","17,317","3,160","18,684","59,214","31,940","30,231","1,709","27,274","8,516","66,211","20,645","39,774","572","2,472","708","438","77,890","169","20,561","17,979","16,049","13,114","10,715","6,355","6,882","7,324","6,165","6,254","48.830626","51.169374","16.554686","14.787924","1.614588","0.137988","0.006448","0.007738","0.634487","7.54807","4.326632","2.03629","3.950066","27.078021","17.92221","7.593528","28.357517","12.799592","35.034813","76.797197","14.013925","82.85955","75.510725","40.730445","38.551098","2.179347","34.78028","10.859752","84.433421","26.326864","50.720498","0.729424","3.152337","0.902854","0.558545","99.326685","0.215512","26.219745","22.927134","20.465964","16.723201","13.663955","8.104007","8.776046","9.339692","7.861715","7.97521","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"13","LA LIBERTAD","1305","JULCAN","JULCAN","4","1,101.39","28,024","27,754","13,983","14,041","11,807","8,874","9,006","9,636","7,301","1,897","359","79","0","781","3,592","5,188","668","2,259","7,104","3,428","2,608","8,181","2,091","8,207","9,113","8,855","3,524","8,792","19,200","8,373","8,027","346","10,827","4,631","21,647","2,876","24,393","114","623","170","93","27,615","182","9,480","6,141","4,945","3,932","3,526","3,009","3,069","3,402","2,425","2,001","49.896517","50.103483","34.71932","26.306118","6.835051","1.293507","0.284644","0","2.814009","12.942279","18.692801","2.40686","8.139367","80.054091","38.629705","29.389227","92.190669","23.563218","101.188097","98.32334","39.129469","97.623806","68.512703","29.877962","28.643306","1.234656","38.634742","16.525121","77.244505","10.262632","87.043249","0.406794","2.223094","0.606623","0.331858","98.540537","0.649443","33.828147","21.91336","17.645589","14.030831","12.582073","10.737225","10.951327","12.139595","8.653297","7.140308","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"13","LA LIBERTAD","1306","OTUZCO","OTUZCO","10","2,110.77","77,862","76,729","38,576","39,286","34,845","23,065","24,057","24,753","20,144","3,879","673","57","0","508","4,732","15,353","2,571","6,985","15,360","6,225","3,536","19,010","2,410","20,543","21,963","22,845","7,739","23,558","54,940","26,139","25,309","830","28,801","13,201","60,172","15,363","57,712","349","1,465","477","276","76,427","547","24,478","16,903","15,128","11,252","10,101","7,690","8,461","8,327","6,226","5,385","49.544065","50.455935","32.260293","26.253437","5.055455","0.877113","0.074287","0","0.66207","6.16716","20.009384","3.350754","9.103468","66.594407","26.988944","15.330587","82.41925","10.448732","91.295673","94.961965","32.169431","97.92576","70.560736","33.570933","32.504945","1.065989","36.989802","16.954355","77.280316","19.731063","74.120881","0.448229","1.881534","0.612622","0.354473","98.156996","0.702525","31.437672","21.708921","19.429247","14.451209","12.972952","9.876448","10.866662","10.694562","7.996198","6.916082","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"13","LA LIBERTAD","1307","PACASMAYO","SAN PEDRO DE LLOC","5","1,125.26","102,897","101,985","49,770","53,127","37,080","28,273","29,439","13,907","12,482","1,306","114","5","0","601","6,240","2,763","1,632","4,220","7,560","3,441","2,119","6,656","2,852","7,703","8,305","20,842","3,453","22,761","77,054","40,507","38,463","2,044","36,547","10,603","87,213","21,429","48,846","619","2,628","902","582","102,024","221","27,605","22,615","20,738","17,154","14,785","8,755","9,553","9,297","7,618","7,912","48.368757","51.631243","13.636319","12.239055","1.28058","0.111781","0.004903","0","0.589302","6.118547","2.709222","1.600235","4.137863","26.739292","12.170622","7.494783","23.541895","10.087363","28.210877","70.797242","11.729339","77.315806","74.884593","39.366551","37.380099","1.986452","35.518042","10.304479","84.757573","20.82568","47.470772","0.601572","2.55401","0.876605","0.565614","99.151579","0.214778","26.827799","21.978289","20.154135","16.67104","14.368738","8.508509","9.284041","9.035249","7.40352","7.689243","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"13","LA LIBERTAD","1308","PATAZ","TAYABAMBA","13","4,226.53","76,103","69,045","40,597","35,506","22,174","17,625","18,871","26,249","20,135","5,119","879","116","0","1,059","6,163","10,968","1,989","13,295","9,540","3,261","5,153","13,714","2,045","14,951","14,999","17,274","6,102","18,380","51,811","25,653","24,459","1,194","26,158","14,101","57,321","16,614","47,224","553","1,642","645","364","74,113","909","25,952","18,293","15,457","9,610","6,791","7,926","9,032","8,994","6,286","5,811","53.344809","46.655191","38.017235","29.162141","7.414005","1.273083","0.168006","0","1.533782","8.926063","15.885292","2.88073","19.255558","54.12766","18.502128","29.236879","77.809929","11.602837","79.481744","91.537279","32.335329","97.398124","68.080102","33.708264","32.139337","1.568926","34.371838","18.528836","75.32029","21.83094","62.052744","0.726647","2.157602","0.847536","0.478299","97.385123","1.194434","34.101152","24.03716","20.310632","12.627623","8.923433","10.414833","11.868126","11.818194","8.259858","7.635704","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"13","LA LIBERTAD","1309","SANCHEZ CARRION","HUAMACHUCO","8","2,486.38","144,405","142,289","69,666","74,739","45,034","36,374","38,881","57,980","40,858","13,466","3,382","264","10","791","24,614","18,476","5,696","29,465","22,135","9,680","10,255","28,073","9,828","32,222","33,188","35,872","12,237","37,398","94,289","41,213","39,410","1,803","53,076","33,040","101,038","17,632","114,892","692","2,462","832","461","141,986","986","53,551","35,576","26,164","16,497","12,617","17,653","17,525","18,373","13,405","11,501","48.243482","51.756518","40.748055","28.714799","9.463838","2.376853","0.185538","0.007028","0.555911","17.298597","12.984841","4.00312","20.707855","60.853907","26.612415","28.193215","77.178754","27.019299","85.357887","92.261002","31.472956","96.185798","65.294831","28.539871","27.291299","1.248572","36.75496","22.880094","69.968491","12.210104","79.562342","0.479208","1.704927","0.576157","0.319241","98.32485","0.682802","37.083896","24.636266","18.118486","11.42412","8.737232","12.224646","12.136006","12.723244","9.28292","7.964406","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
